A,B,C,D,E,F
12,5,36,27,6,14
12,5,36,27,6,14
12,6,36,27,5,14
11,6,37,27,5,14
10,6,38,27,5,14
10,7,38,27,5,13
11,7,38,27,4,13
11,6,38,27,5,13
11,7,38,27,4,13
10,7,38,27,5,13
11,7,38,27,5,12
11,7,38,27,6,11
11,7,38,27,6,11
11,7,38,27,5,12
11,6,38,28,5,12
11,6,38,28,6,11
11,6,38,27,6,12
11,6,38,27,6,12
11,6,38,27,6,12
11,6,38,27,6,12
11,7,37,27,6,12
11,7,37,27,7,11
11,7,37,27,7,11
10,8,37,27,7,11
10,9,37,27,6,11
9,9,37,27,7,11
8,9,37,28,7,11
8,9,37,28,7,11
8,8,37,28,8,11
9,8,36,28,8,11
9,8,37,28,7,11
10,8,37,27,7,11
10,8,38,26,7,11
10,8,38,26,7,11
10,8,37,26,8,11
11,8,37,25,8,11
11,9,37,25,8,10
11,10,37,24,8,10
12,10,36,24,8,10
11,10,36,25,8,10
11,10,36,25,7,11
11,11,35,25,7,11
11,12,35,25,6,11
11,12,34,25,7,11
11,12,34,25,7,11
11,12,34,25,7,11
11,12,34,26,7,10
11,12,34,27,7,9
11,12,33,27,7,10
11,12,33,27,8,9
11,13,32,27,8,9
11,14,32,27,8,8
10,14,32,28,8,8
10,14,33,28,7,8
9,14,33,29,7,8
9,14,33,29,7,8
9,15,33,29,7,7
9,14,33,29,8,7
9,14,33,29,8,7
10,14,33,29,8,6
9,15,33,29,8,6
8,15,33,29,9,6
8,15,33,29,9,6
8,15,33,29,8,7
8,15,32,29,9,7
8,15,32,28,9,8
7,15,33,28,9,8
7,15,33,28,9,8
7,16,33,28,8,8
7,16,33,29,7,8
7,16,32,30,7,8
7,15,32,30,8,8
7,15,32,30,8,8
7,15,32,30,9,7
7,15,32,31,9,6
7,16,32,31,9,5
6,16,32,31,9,6
6,16,32,31,9,6
6,17,31,31,9,6
6,18,31,31,9,5
6,19,31,31,8,5
6,19,31,31,8,5
6,19,31,31,8,5
6,18,31,31,9,5
7,18,30,31,9,5
6,18,30,31,10,5
7,18,29,31,10,5
8,18,28,31,10,5
9,18,28,31,9,5
9,18,28,31,9,5
9,18,28,30,10,5
9,18,29,30,9,5
9,18,29,30,9,5
9,18,29,31,9,4
9,18,29,31,10,3
9,18,28,32,10,3
10,18,28,32,9,3
10,19,27,32,9,3
10,19,26,32,9,4
10,19,25,32,9,5
10,20,25,32,9,4
10,20,25,32,9,4
10,20,25,32,9,4
9,20,25,32,9,5
9,21,25,31,9,5
9,21,26,30,9,5
9,20,27,30,9,5
9,19,28,30,9,5
9,20,27,30,9,5
9,20,27,30,9,5
9,20,26,31,9,5
10,20,26,31,9,4
10,19,26,31,9,5
10,20,26,31,9,4
10,19,26,31,9,5
10,18,26,31,10,5
10,18,27,31,9,5
9,18,27,31,10,5
9,18,26,32,10,5
9,18,26,32,10,5
9,19,26,31,10,5
9,19,26,32,10,4
9,19,25,32,11,4
8,19,25,32,12,4
8,20,25,32,12,3
8,21,25,32,12,2
8,21,26,32,12,1
8,21,26,32,12,1
7,22,26,32,12,1
6,22,26,32,12,2
6,22,26,32,12,2
6,21,27,32,12,2
6,21,27,33,11,2
6,21,27,33,10,3
6,21,27,33,9,4
6,22,27,33,8,4
7,21,27,33,8,4
7,21,27,32,8,5
7,21,26,33,8,5
6,21,27,33,8,5
6,21,27,32,8,6
6,21,26,32,8,7
7,21,26,31,8,7
7,22,26,31,7,7
7,22,26,31,7,7
7,22,25,31,8,7
7,22,25,31,8,7
7,23,24,31,8,7
7,23,25,30,8,7
7,23,24,30,8,8
7,22,24,30,9,8
6,22,24,30,10,8
6,22,23,30,11,8
6,22,23,30,10,9
6,23,23,30,9,9
5,23,24,30,9,9
5,24,24,30,9,8
5,24,23,30,9,9
5,24,22,30,10,9
5,24,22,30,10,9
4,24,22,30,10,10
4,24,22,29,10,11
4,23,22,29,10,12
3,24,22,29,10,12
2,24,22,30,10,12
2,24,23,30,9,12
2,24,23,31,8,12
2,24,23,31,8,12
2,24,22,31,8,13
2,24,22,32,8,12
3,24,22,31,8,12
4,23,22,31,8,12
4,23,22,31,8,12
4,22,22,31,9,12
4,22,22,31,8,13
5,21,22,31,8,13
5,21,22,31,8,13
5,21,22,31,8,13
4,22,22,31,8,13
4,23,22,31,8,12
4,23,22,31,7,13
5,23,22,30,7,13
5,23,22,30,7,13
4,24,22,30,7,13
4,24,23,30,6,13
5,23,23,30,6,13
5,23,23,30,6,13
5,23,24,29,6,13
6,23,24,29,5,13
7,23,24,28,5,13
7,23,24,28,5,13
7,22,24,28,5,14
7,22,24,28,5,14
7,21,25,28,5,14
6,22,25,28,5,14
7,22,24,28,5,14
6,22,24,28,5,15
6,23,23,28,5,15
5,23,23,28,6,15
5,23,23,28,6,15
6,23,23,27,6,15
6,23,23,27,6,15
5,23,23,28,6,15
5,24,22,28,6,15
5,24,22,29,6,14
5,24,22,29,5,15
5,25,22,29,4,15
5,25,23,29,4,14
5,26,22,29,4,14
6,26,22,29,4,13
6,26,21,29,5,13
6,26,22,29,5,12
5,26,22,30,5,12
5,26,21,30,6,12
5,25,21,31,6,12
5,26,20,31,6,12
5,26,20,31,6,12
5,25,21,31,6,12
5,25,20,31,7,12
6,25,20,31,6,12
7,25,19,31,6,12
7,25,20,30,6,12
6,25,21,30,6,12
6,25,21,30,6,12
5,25,22,30,6,12
5,25,23,30,6,11
6,25,23,30,6,10
6,25,23,30,5,11
7,25,23,30,4,11
7,25,23,30,3,12
7,25,24,30,3,11
7,25,24,29,3,12
8,25,24,28,3,12
7,25,24,28,3,13
7,25,24,29,3,12
7,26,23,29,3,12
8,26,23,29,2,12
8,26,23,29,2,12
8,26,24,29,2,11
8,27,23,29,2,11
9,27,23,29,1,11
9,28,23,29,1,10
9,29,23,29,0,10
9,29,23,29,0,10
9,29,22,29,1,10
9,30,21,29,1,10
9,30,21,29,1,10
9,29,21,29,1,11
9,30,21,29,0,11
9,30,21,29,0,11
10,30,20,29,0,11
10,30,20,29,0,11
10,30,20,29,0,11
10,29,20,29,0,12
10,29,20,29,0,12
10,29,20,29,0,12
10,29,20,28,1,12
10,28,20,29,1,12
9,29,20,29,1,12
8,29,21,29,1,12
8,29,22,28,1,12
8,29,23,28,0,12
8,29,24,28,0,11
8,29,24,28,0,11
8,29,24,27,0,12
8,30,24,26,0,12
8,30,25,26,0,11
9,30,24,26,0,11
10,30,24,25,0,11
10,30,24,24,1,11
10,29,24,24,1,12
11,29,24,23,1,12
11,29,25,22,1,12
11,29,24,23,1,12
11,29,24,22,1,13
11,30,24,22,1,12
11,30,24,22,1,12
10,30,24,22,2,12
10,30,23,22,3,12
10,29,23,22,3,13
10,29,23,22,3,13
10,29,23,22,3,13
10,29,24,22,3,12
10,28,25,22,3,12
10,28,25,21,4,12
10,28,26,21,4,11
11,28,25,21,4,11
11,27,25,21,5,11
11,28,25,21,5,10
12,28,25,21,4,10
12,28,25,21,5,9
12,28,25,22,4,9
12,27,25,23,4,9
12,28,25,22,4,9
12,27,25,22,4,10
12,27,24,23,4,10
12,27,23,23,4,11
11,27,23,23,4,12
10,27,23,23,5,12
11,26,23,23,5,12
12,26,23,23,4,12
12,26,23,23,4,12
12,27,23,22,4,12
12,27,22,22,5,12
12,27,22,21,5,13
12,26,22,22,5,13
12,26,23,22,4,13
12,25,23,23,4,13
13,25,23,23,3,13
13,25,23,23,4,12
13,26,23,22,4,12
12,27,23,22,4,12
13,27,23,22,4,11
13,28,23,22,3,11
13,29,22,22,3,11
13,30,21,22,3,11
13,30,20,23,3,11
14,30,20,23,3,10
14,30,20,23,3,10
13,31,20,23,3,10
12,31,20,23,3,11
12,31,20,23,3,11
12,31,20,23,3,11
11,31,21,23,3,11
11,31,21,23,3,11
11,32,21,22,3,11
11,32,22,22,3,10
11,31,23,22,3,10
11,31,23,22,2,11
10,31,23,22,3,11
10,31,23,22,3,11
10,32,23,22,2,11
10,32,23,22,2,11
10,31,24,22,2,11
10,32,24,22,1,11
10,33,24,22,0,11
10,33,24,22,0,11
11,33,23,22,0,11
11,33,22,22,0,12
10,33,22,22,0,13
10,32,22,22,1,13
9,32,22,22,1,14
9,31,23,22,1,14
10,31,23,22,0,14
9,31,23,22,1,14
8,31,23,22,1,15
8,31,23,22,1,15
7,31,23,23,1,15
8,31,23,23,1,14
7,31,23,24,1,14
7,31,23,23,2,14
7,31,23,23,2,14
6,31,23,23,3,14
6,31,24,23,3,13
6,31,25,23,2,13
6,31,24,23,3,13
6,31,23,23,3,14
7,31,23,23,3,13
7,31,23,23,4,12
7,30,23,23,4,13
8,30,23,23,4,12
8,30,23,22,5,12
7,30,24,22,5,12
7,30,25,22,5,11
7,31,25,22,4,11
8,31,25,22,4,10
8,31,24,22,4,11
7,32,24,22,4,11
7,32,25,22,4,10
7,33,25,22,3,10
7,33,24,22,3,11
7,33,24,22,2,12
7,34,24,22,1,12
7,34,24,22,1,12
7,34,24,22,1,12
8,33,24,22,1,12
8,32,24,23,1,12
9,31,24,23,1,12
9,31,24,23,1,12
9,31,23,23,1,13
9,31,22,23,1,14
8,31,22,23,1,15
8,32,22,22,1,15
8,32,23,22,1,14
7,32,23,23,1,14
7,32,23,23,1,14
7,33,23,23,1,13
8,33,22,23,1,13
8,33,22,23,1,13
7,33,22,23,1,14
7,33,22,23,1,14
7,33,22,24,1,13
8,33,22,23,1,13
7,33,22,24,1,13
7,33,21,25,1,13
7,34,21,25,0,13
7,34,21,25,0,13
7,34,21,25,0,13
7,34,20,26,0,13
7,33,20,26,1,13
7,33,20,25,1,14
7,33,20,24,1,15
7,33,20,25,0,15
7,33,20,25,0,15
7,33,20,24,1,15
8,33,20,23,1,15
8,33,20,23,1,15
8,34,20,23,1,14
8,35,19,23,1,14
8,35,20,23,0,14
8,34,20,23,0,15
9,34,20,22,0,15
10,34,19,22,0,15
10,35,19,22,0,14
11,34,19,22,0,14
11,34,19,22,0,14
10,34,19,22,0,15
10,33,19,22,1,15
10,33,19,22,1,15
11,33,19,22,1,14
11,33,19,22,1,14
11,33,19,21,2,14
11,34,19,21,2,13
11,34,18,21,3,13
11,35,17,21,3,13
10,35,17,21,4,13
10,35,16,22,4,13
10,35,16,22,4,13
10,35,16,22,4,13
10,35,17,22,4,12
10,34,17,22,5,12
10,34,17,21,5,13
11,34,17,21,5,12
11,33,17,21,5,13
10,33,17,21,5,14
11,33,17,21,5,13
11,32,18,21,5,13
11,33,18,20,5,13
11,34,18,20,5,12
11,34,18,20,6,11
12,34,18,20,5,11
13,34,18,20,5,10
12,34,18,21,5,10
12,35,18,21,4,10
12,35,17,21,4,11
13,34,17,21,4,11
13,35,17,21,3,11
13,35,18,21,3,10
13,35,18,21,3,10
12,35,19,21,3,10
12,35,19,21,3,10
12,35,20,21,3,9
12,35,20,21,3,9
12,35,20,21,3,9
12,35,20,20,4,9
11,35,20,20,5,9
10,35,20,20,6,9
10,35,20,19,7,9
10,34,21,19,7,9
11,34,21,19,7,8
11,34,22,19,6,8
11,33,22,20,6,8
11,33,22,20,6,8
11,33,22,20,6,8
11,32,22,20,7,8
10,32,22,20,8,8
10,32,23,20,7,8
11,32,23,20,7,7
11,32,23,20,7,7
11,32,24,20,7,6
12,32,24,20,6,6
12,32,23,21,6,6
12,32,23,22,6,5
13,32,23,21,6,5
14,32,23,21,6,4
14,32,23,22,5,4
15,31,23,22,5,4
15,31,23,23,4,4
16,31,23,22,4,4
15,31,23,23,4,4
15,31,23,23,4,4
15,31,23,23,4,4
14,31,24,23,4,4
14,32,23,23,4,4
14,32,24,23,4,3
14,32,24,23,5,2
14,32,25,23,4,2
14,32,26,23,4,1
14,32,25,23,4,2
14,31,25,24,4,2
13,31,25,25,4,2
12,31,25,25,5,2
13,31,25,25,4,2
12,31,26,25,4,2
11,31,26,25,5,2
11,31,26,25,5,2
11,31,26,25,5,2
12,30,26,25,5,2
12,30,25,25,6,2
12,30,25,26,5,2
12,31,25,26,5,1
12,32,25,25,5,1
12,32,24,26,5,1
12,32,23,26,5,2
12,32,23,27,4,2
13,32,23,27,4,1
13,32,24,27,4,0
13,32,23,27,4,1
13,32,23,27,4,1
13,33,23,27,4,0
13,32,23,27,4,1
13,31,24,27,4,1
13,32,24,27,3,1
13,31,24,27,4,1
13,32,23,27,4,1
13,32,23,27,4,1
13,32,22,28,4,1
13,32,21,29,4,1
13,32,21,29,4,1
14,32,21,29,4,0
14,32,21,29,4,0
14,32,21,29,4,0
13,32,21,29,5,0
13,32,22,29,4,0
13,31,23,29,4,0
13,31,23,29,4,0
12,31,23,30,4,0
12,32,22,30,4,0
13,32,21,30,4,0
14,32,21,30,3,0
13,32,21,30,3,1
12,32,21,31,3,1
12,33,20,31,3,1
13,32,20,31,3,1
14,32,20,31,3,0
14,32,20,31,3,0
14,32,20,32,2,0
14,32,20,31,3,0
15,32,20,30,3,0
15,32,20,30,3,0
15,32,20,29,4,0
15,31,20,29,5,0
16,31,19,29,5,0
16,31,19,29,5,0
16,31,19,28,6,0
17,30,19,28,6,0
17,30,19,28,6,0
17,31,18,28,6,0
17,31,17,28,6,1
17,32,17,28,5,1
17,32,17,27,5,2
17,33,17,27,5,1
17,33,18,27,5,0
18,32,18,27,5,0
18,32,18,27,5,0
19,32,18,27,4,0
19,32,18,27,4,0
19,33,18,26,4,0
19,32,18,26,4,1
20,32,18,25,4,1
20,33,18,25,4,0
20,34,18,24,4,0
20,34,17,24,5,0
21,34,16,24,5,0
21,35,16,23,5,0
21,35,16,23,5,0
21,35,16,23,5,0
21,35,16,23,5,0
21,35,16,23,5,0
21,35,16,22,5,1
21,35,17,22,4,1
21,36,17,21,4,1
21,37,17,21,3,1
20,38,17,21,3,1
20,38,16,21,3,2
20,38,16,21,4,1
21,38,16,21,4,0
22,38,16,20,4,0
22,38,16,20,3,1
22,37,17,20,3,1
21,37,18,20,3,1
22,36,18,20,3,1
22,35,18,20,4,1
22,35,17,21,4,1
21,35,18,21,4,1
21,35,18,21,4,1
20,35,18,21,5,1
20,35,19,21,5,0
20,35,19,22,4,0
20,35,18,22,4,1
21,35,18,22,3,1
22,35,18,22,3,0
21,35,18,23,3,0
21,35,18,23,3,0
21,34,19,23,3,0
22,34,18,23,3,0
21,34,18,23,3,1
21,35,18,22,3,1
21,35,19,22,2,1
21,35,19,22,2,1
21,35,19,22,3,0
21,35,18,22,4,0
21,35,17,22,4,1
21,35,17,22,3,2
22,35,17,22,3,1
22,35,17,22,3,1
22,34,17,22,3,2
22,35,17,21,3,2
22,35,17,22,2,2
22,34,17,22,2,3
23,34,17,21,2,3
23,34,17,21,2,3
23,34,17,20,2,4
23,34,18,20,1,4
23,33,18,21,1,4
23,33,17,22,1,4
24,33,17,22,0,4
23,33,17,23,0,4
23,33,18,23,0,3
23,34,17,23,0,3
24,34,17,23,0,2
25,34,17,23,0,1
25,33,17,23,1,1
25,33,18,23,0,1
25,33,18,23,0,1
26,33,17,23,0,1
26,32,17,23,0,2
26,31,18,23,0,2
26,31,18,23,0,2
26,31,18,23,0,2
26,32,17,23,0,2
26,31,18,23,0,2
25,31,18,23,1,2
24,31,18,23,1,3
24,31,18,23,1,3
23,31,18,23,2,3
22,31,18,24,2,3
22,31,18,24,1,4
22,31,18,25,0,4
22,32,18,25,0,3
22,32,18,25,0,3
22,32,18,24,0,4
23,32,17,24,0,4
23,32,18,24,0,3
22,32,18,24,0,4
22,32,18,24,0,4
23,32,18,24,0,3
23,32,18,23,1,3
23,31,18,23,2,3
23,31,18,23,2,3
23,31,18,23,2,3
23,31,18,23,2,3
23,31,17,23,3,3
23,31,16,23,4,3
22,31,16,23,5,3
23,31,16,23,5,2
23,31,15,23,5,3
24,31,15,22,5,3
23,31,15,22,6,3
22,31,15,22,7,3
22,31,14,22,7,4
23,31,13,22,7,4
24,31,12,22,7,4
25,31,12,22,7,3
26,31,12,22,7,2
26,32,12,22,6,2
26,32,13,22,5,2
26,33,12,22,5,2
26,33,11,23,5,2
26,33,11,22,5,3
26,33,11,22,5,3
26,34,10,22,5,3
26,34,9,22,5,4
26,35,9,21,5,4
26,36,9,20,5,4
27,36,9,20,4,4
27,37,9,20,4,3
27,38,8,20,4,3
27,37,8,20,5,3
27,37,8,19,5,4
26,38,8,19,5,4
26,38,9,19,4,4
25,38,9,20,4,4
25,38,9,19,5,4
26,38,8,19,5,4
26,38,8,19,4,5
26,39,7,19,4,5
26,39,7,19,4,5
26,39,7,19,5,4
26,39,7,18,5,5
27,39,6,18,5,5
28,39,5,18,5,5
29,39,5,18,5,4
29,39,4,18,5,5
29,39,5,17,5,5
29,39,5,16,6,5
29,39,5,16,5,6
29,39,5,15,6,6
29,39,6,14,6,6
29,39,5,14,7,6
29,39,5,14,7,6
29,39,5,15,7,5
29,38,5,16,7,5
29,38,6,16,7,4
29,38,5,17,7,4
29,38,5,18,7,3
30,38,5,18,7,2
30,38,5,18,7,2
31,38,5,17,7,2
32,38,5,16,7,2
32,38,5,15,7,3
31,38,5,16,7,3
30,38,6,16,7,3
30,38,6,17,7,2
30,38,6,18,6,2
29,38,6,19,6,2
29,38,5,19,6,3
29,38,5,18,7,3
29,39,5,18,7,2
29,39,5,18,7,2
30,39,4,18,7,2
30,39,3,18,8,2
31,39,2,18,8,2
31,39,2,18,9,1
31,39,2,19,9,0
31,40,2,19,8,0
31,40,2,19,8,0
31,40,2,19,8,0
30,40,3,19,8,0
30,40,3,19,8,0
30,40,3,18,9,0
31,40,3,18,8,0
31,40,3,19,7,0
30,41,3,19,7,0
30,41,3,19,7,0
30,40,3,20,7,0
30,40,3,20,7,0
31,40,3,20,6,0
32,40,3,20,5,0
32,40,3,20,5,0
32,40,4,19,5,0
31,40,5,19,5,0
30,40,6,19,5,0
30,40,5,19,5,1
30,40,5,20,5,0
30,40,5,20,5,0
30,40,5,20,5,0
30,40,5,20,5,0
30,40,5,20,5,0
29,40,5,20,5,1
28,40,5,20,5,2
28,39,5,21,5,2
28,39,5,21,5,2
28,39,4,21,6,2
28,39,4,20,6,3
28,39,4,20,6,3
28,39,4,20,6,3
28,39,4,21,5,3
28,40,4,21,4,3
28,40,4,21,4,3
28,41,4,20,4,3
28,40,4,20,4,4
28,40,4,20,4,4
29,40,4,20,4,3
29,40,3,20,5,3
29,40,4,20,5,2
28,40,4,20,6,2
28,40,4,20,6,2
27,40,5,20,6,2
27,39,5,21,6,2
27,39,4,22,6,2
27,40,3,22,6,2
27,40,3,23,6,1
27,41,3,23,6,0
26,42,3,23,6,0
26,42,2,24,6,0
26,42,2,23,7,0
27,41,2,23,7,0
27,42,2,23,6,0
27,42,2,22,7,0
27,42,2,22,7,0
27,42,2,22,7,0
27,42,1,23,7,0
27,41,1,24,7,0
28,40,1,24,7,0
28,40,0,24,8,0
28,41,0,24,7,0
29,40,0,24,7,0
29,40,0,24,6,1
28,40,0,25,6,1
28,40,0,25,6,1
28,41,0,25,6,0
28,40,0,26,6,0
28,39,0,27,6,0
28,39,1,26,6,0
28,39,1,25,6,1
29,38,1,25,6,1
29,37,2,25,6,1
28,37,2,26,6,1
28,37,1,27,6,1
28,37,1,28,6,0
29,37,0,28,6,0
28,37,0,28,7,0
28,37,0,28,7,0
28,37,0,28,7,0
28,37,0,28,6,1
28,37,0,28,6,1
28,37,1,28,5,1
28,38,1,27,5,1
28,38,0,27,5,2
28,39,0,27,5,1
27,39,0,27,5,2
27,39,0,27,5,2
27,39,0,26,5,3
27,40,0,26,4,3
27,40,0,26,4,3
27,40,0,27,3,3
27,40,1,26,3,3
27,40,1,26,3,3
27,40,1,26,3,3
27,40,1,26,2,4
27,40,1,26,1,5
27,40,1,26,1,5
27,40,1,26,2,4
27,40,1,25,2,5
27,40,1,25,1,6
27,39,1,26,1,6
28,39,1,25,1,6
28,39,1,25,2,5
28,39,0,25,2,6
27,39,0,25,3,6
27,40,0,25,2,6
27,39,0,25,2,7
27,39,0,25,2,7
27,39,0,25,2,7
27,40,0,25,2,6
27,40,0,25,2,6
27,40,0,25,3,5
27,39,0,25,4,5
27,39,0,25,4,5
27,39,0,25,4,5
28,38,0,25,4,5
28,37,0,25,4,6
29,36,0,25,4,6
29,36,0,25,4,6
29,36,0,26,4,5
28,36,0,26,4,6
27,36,1,26,4,6
27,36,1,26,4,6
27,36,0,26,5,6
27,36,0,26,5,6
27,36,0,26,4,7
27,37,0,26,3,7
27,37,1,26,2,7
28,37,1,26,2,6
28,37,2,25,2,6
28,37,2,26,2,5
28,37,3,26,1,5
28,38,3,26,0,5
28,37,3,26,1,5
28,38,2,26,1,5
28,38,2,25,1,6
28,38,2,24,1,7
28,38,2,24,0,8
28,38,2,24,0,8
28,39,1,24,0,8
29,39,1,24,0,7
29,39,1,24,0,7
29,39,2,23,0,7
29,39,2,23,0,7
29,39,1,24,0,7
29,39,1,24,0,7
29,39,1,25,0,6
30,39,0,25,0,6
30,39,0,25,0,6
30,39,0,25,0,6
30,38,0,25,0,7
30,38,0,25,0,7
29,38,0,25,0,8
29,37,0,26,0,8
28,37,0,26,1,8
28,37,0,26,1,8
27,37,0,26,1,9
27,36,1,26,1,9
26,36,2,26,1,9
25,36,2,26,2,9
25,36,2,26,1,10
25,35,3,26,1,10
25,35,3,25,1,11
26,35,2,25,1,11
26,35,1,25,1,12
26,35,1,26,1,11
26,36,1,25,1,11
26,36,1,25,0,12
26,35,1,25,1,12
26,36,1,25,1,11
26,36,1,25,0,12
25,36,2,25,0,12
25,36,2,25,0,12
25,37,1,25,0,12
25,36,1,25,1,12
25,36,2,25,0,12
25,36,2,25,0,12
24,37,2,25,0,12
23,37,2,26,0,12
23,37,2,26,0,12
23,37,2,26,0,12
23,37,1,26,0,13
22,37,2,26,0,13
22,37,2,26,0,13
22,37,2,25,1,13
22,37,2,25,1,13
22,37,2,26,0,13
21,38,2,26,0,13
21,38,2,26,0,13
22,38,2,25,0,13
22,37,3,25,0,13
22,37,3,25,0,13
22,37,3,25,0,13
22,37,3,25,0,13
22,37,3,25,0,13
22,38,3,25,0,12
22,38,3,25,0,12
22,38,3,25,0,12
22,38,3,25,0,12
22,38,2,25,1,12
22,38,1,25,1,13
23,38,0,25,1,13
23,38,0,25,2,12
23,38,0,25,2,12
23,38,0,26,2,11
23,38,0,26,2,11
23,38,0,26,2,11
23,38,0,26,1,12
23,38,0,27,1,11
23,38,0,27,1,11
23,37,0,27,2,11
23,36,1,27,2,11
23,36,0,27,2,12
23,36,0,27,2,12
23,35,1,27,2,12
23,35,0,28,2,12
23,35,0,28,2,12
23,35,1,28,1,12
22,35,1,28,2,12
23,35,1,28,1,12
23,34,1,28,2,12
23,34,1,28,2,12
23,33,1,28,3,12
23,32,1,29,3,12
23,32,1,29,3,12
23,32,1,29,3,12
23,32,1,29,3,12
23,32,0,29,4,12
22,32,1,29,4,12
23,32,0,29,4,12
23,33,0,28,4,12
23,33,0,28,4,12
23,33,0,28,4,12
22,33,1,28,4,12
22,33,1,28,4,12
22,33,1,28,5,11
21,33,1,28,5,12
22,33,0,28,5,12
22,33,0,28,5,12
23,33,0,27,5,12
23,33,0,27,5,12
23,33,0,27,5,12
23,32,0,28,5,12
23,31,1,28,5,12
23,31,1,28,5,12
24,31,1,27,5,12
24,31,0,27,6,12
24,32,0,26,6,12
24,31,0,27,6,12
24,32,0,26,6,12
23,33,0,26,6,12
22,33,0,26,7,12
22,33,0,26,7,12
22,33,0,26,7,12
22,33,0,27,6,12
22,32,1,27,6,12
23,31,1,27,6,12
23,31,1,26,6,13
23,31,2,25,6,13
23,31,1,25,6,14
23,31,1,25,6,14
23,31,1,25,6,14
23,30,1,26,6,14
24,30,1,25,6,14
23,30,1,25,7,14
23,30,1,25,8,13
23,30,1,25,8,13
23,30,2,25,8,12
24,30,1,25,8,12
24,30,1,25,8,12
24,31,1,24,8,12
24,32,0,24,8,12
24,32,0,23,9,12
23,32,0,23,10,12
23,32,0,23,10,12
22,33,0,23,10,12
21,33,1,23,10,12
20,33,1,23,10,13
20,33,2,23,10,12
20,33,2,23,10,12
20,32,2,23,11,12
20,32,3,22,11,12
20,31,3,22,11,13
20,30,3,23,11,13
20,30,2,23,11,14
21,29,2,23,11,14
21,28,2,23,12,14
21,28,1,24,12,14
22,28,1,24,11,14
22,28,1,23,12,14
22,28,1,22,13,14
22,28,1,22,13,14
22,27,1,23,13,14
23,26,1,23,13,14
23,26,1,23,12,15
22,26,1,23,12,16
22,27,1,22,12,16
22,27,2,21,12,16
22,27,2,21,12,16
22,27,2,21,13,15
22,27,2,21,13,15
22,28,2,21,12,15
22,28,2,21,12,15
23,28,2,21,11,15
23,28,2,21,11,15
23,28,2,21,10,16
24,28,2,20,10,16
24,28,2,20,11,15
24,29,2,19,11,15
25,29,2,19,10,15
25,30,2,18,10,15
25,30,1,18,10,16
25,30,2,18,9,16
25,30,3,18,9,15
26,30,3,18,8,15
26,30,3,18,8,15
26,30,3,18,8,15
27,30,3,18,7,15
26,31,3,18,7,15
25,31,4,18,7,15
25,30,4,19,7,15
25,30,4,19,7,15
25,30,4,20,6,15
25,30,4,20,6,15
24,30,5,20,6,15
24,30,6,20,6,14
24,30,5,21,6,14
24,30,5,22,6,13
24,30,4,22,6,14
24,31,4,21,6,14
23,31,5,21,6,14
22,31,5,21,7,14
22,31,5,21,7,14
22,32,5,20,7,14
22,31,6,20,7,14
21,31,6,21,7,14
22,31,5,21,7,14
22,31,5,21,7,14
22,30,5,21,8,14
22,30,6,21,8,13
22,29,7,21,8,13
22,29,7,22,7,13
22,29,7,21,8,13
22,28,7,21,8,14
22,29,6,21,8,14
23,29,6,21,8,13
23,29,6,21,8,13
24,29,6,20,8,13
24,29,6,19,8,14
24,29,6,19,8,14
24,29,6,20,7,14
24,29,5,21,7,14
23,29,5,22,7,14
23,29,5,22,7,14
22,30,5,22,7,14
22,31,4,22,7,14
22,32,3,22,7,14
22,32,2,23,7,14
22,32,2,23,7,14
22,32,3,22,7,14
22,31,3,22,8,14
21,31,3,22,8,15
22,30,3,22,8,15
22,30,3,22,8,15
22,29,4,22,8,15
22,29,4,22,8,15
22,30,4,21,8,15
22,30,5,20,8,15
21,30,6,20,8,15
21,30,6,21,7,15
22,30,6,21,7,14
22,31,6,20,7,14
21,31,7,20,7,14
22,31,7,20,7,13
22,31,7,20,6,14
22,31,8,20,5,14
22,30,8,21,5,14
22,30,8,20,5,15
22,30,7,20,5,16
22,30,7,20,5,16
22,30,8,20,5,15
22,30,8,20,5,15
22,30,8,20,5,15
21,30,8,21,5,15
21,30,9,21,5,14
21,30,9,21,5,14
21,29,9,22,5,14
22,28,9,22,5,14
22,28,8,23,5,14
23,28,7,23,5,14
23,28,8,22,5,14
23,27,8,23,5,14
22,27,9,23,5,14
22,27,9,24,4,14
23,27,9,24,4,13
24,26,9,24,4,13
24,26,10,24,3,13
24,26,10,24,3,13
24,26,10,24,3,13
24,26,10,24,3,13
25,26,10,24,3,12
25,25,11,24,3,12
26,25,11,24,3,11
26,26,11,23,3,11
26,26,12,23,2,11
27,26,12,23,1,11
27,27,12,22,1,11
27,28,12,22,0,11
27,28,12,22,0,11
27,28,13,22,0,10
27,28,12,22,0,11
27,28,12,22,0,11
27,28,12,22,1,10
28,28,11,22,1,10
28,28,11,22,1,10
27,28,11,23,1,10
26,29,11,23,1,10
26,28,11,23,1,11
26,29,11,22,1,11
25,29,11,23,1,11
24,29,12,23,1,11
24,28,13,23,1,11
24,27,13,23,2,11
23,27,13,23,3,11
22,27,13,24,3,11
22,27,13,24,3,11
22,28,13,23,3,11
22,28,13,23,3,11
23,27,13,23,3,11
24,27,12,23,3,11
24,28,12,23,2,11
24,29,12,23,2,10
24,29,13,23,1,10
24,29,13,22,1,11
24,30,13,21,1,11
23,31,13,21,1,11
23,31,13,21,1,11
22,32,13,21,1,11
22,32,13,21,1,11
