A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
78,14,95,57,40,2,24,102,42,36,67,22,79,80,38,21,25,22,77,79
78,14,95,57,40,2,24,102,42,36,68,22,79,80,37,21,25,22,77,79
78,14,96,57,40,2,24,102,42,36,67,22,79,80,37,21,25,22,77,79
78,14,95,57,40,2,24,102,42,36,67,22,79,80,37,21,25,22,77,80
78,14,95,57,40,2,24,102,43,36,67,22,79,80,37,21,24,22,77,80
78,14,95,57,39,3,24,102,43,36,67,22,79,80,37,21,24,22,77,80
78,14,94,57,39,3,24,103,43,36,67,22,79,80,37,21,24,22,77,80
79,14,94,57,39,3,24,103,43,36,67,22,79,80,37,20,24,22,77,80
79,14,94,57,39,3,24,103,43,36,67,22,78,80,37,20,24,22,77,81
79,14,94,58,39,3,23,103,43,36,67,22,78,80,37,20,24,22,77,81
79,13,94,58,39,3,24,103,43,36,67,22,78,80,37,20,24,22,77,81
79,13,94,58,39,3,24,103,44,36,66,22,78,80,37,20,24,22,77,81
79,12,94,58,39,3,24,103,44,36,66,22,78,80,37,20,24,22,77,82
80,12,94,58,39,3,23,103,44,36,66,22,78,80,37,20,24,22,77,82
80,12,94,58,39,3,24,103,44,36,66,22,78,80,36,20,24,22,77,82
80,12,94,58,39,3,25,103,44,36,66,22,78,80,36,20,24,22,76,82
80,12,94,58,39,3,25,103,44,36,66,22,79,80,36,20,24,22,75,82
80,12,94,57,39,3,25,103,44,36,66,22,79,80,36,20,24,22,76,82
80,12,94,57,39,3,25,103,44,36,66,22,79,80,36,19,25,22,76,82
80,12,94,57,39,4,25,103,44,36,66,22,79,80,36,19,25,21,76,82
80,12,94,57,39,4,24,103,45,36,66,22,79,80,36,19,25,21,76,82
80,12,94,57,39,4,24,103,45,36,66,22,80,80,35,19,25,21,76,82
80,12,94,57,40,4,24,103,45,36,66,22,80,80,35,19,25,21,75,82
80,12,94,56,40,4,24,103,45,36,66,22,80,80,35,20,25,21,75,82
80,12,94,56,40,4,23,104,45,36,66,22,80,80,35,20,25,21,75,82
80,12,94,56,39,4,23,104,45,36,66,22,80,80,35,20,25,21,75,83
80,12,94,56,39,4,23,104,45,36,66,22,80,81,35,20,25,21,74,83
80,12,94,56,39,4,23,105,45,36,66,22,80,81,35,20,25,21,73,83
80,12,94,56,39,4,23,105,45,35,66,22,80,81,36,20,25,21,73,83
80,12,94,56,39,4,23,105,45,35,67,22,80,81,35,20,25,21,73,83
80,12,94,56,39,4,23,105,45,35,67,21,80,81,35,20,26,21,73,83
80,12,94,56,39,4,23,104,45,35,67,21,80,81,35,20,26,21,74,83
80,12,94,56,39,3,23,105,45,35,67,21,80,81,35,20,26,21,74,83
81,12,94,56,39,3,23,105,45,35,67,21,79,81,35,20,26,21,74,83
81,12,94,56,38,3,23,105,45,35,67,21,79,81,35,20,26,21,75,83
81,11,94,56,38,3,23,105,45,35,67,21,79,81,35,20,26,21,76,83
81,11,95,56,37,3,23,105,45,35,67,21,79,81,35,20,26,21,76,83
81,11,95,56,36,3,23,105,45,35,67,21,79,82,35,20,26,21,76,83
81,12,95,55,36,3,23,105,45,35,67,21,79,82,35,20,26,21,76,83
81,12,95,55,36,3,23,105,45,34,67,21,79,82,35,20,26,21,76,84
81,12,95,56,36,3,23,105,45,33,67,21,79,82,35,20,26,21,76,84
81,12,94,56,36,3,23,105,45,33,67,21,79,82,35,20,26,22,76,84
81,12,94,57,36,3,23,105,45,33,66,21,79,82,35,20,26,22,76,84
81,12,94,58,36,3,23,105,45,33,66,21,78,82,35,20,26,22,76,84
81,12,94,58,36,3,23,104,45,34,66,21,78,82,35,20,26,22,76,84
81,12,94,58,36,3,23,103,45,34,66,21,78,82,36,20,26,22,76,84
81,12,94,59,36,3,23,103,45,34,66,21,78,81,36,20,26,22,76,84
81,11,94,59,36,4,23,103,45,34,66,21,78,81,36,20,26,22,76,84
81,11,94,59,37,4,23,103,44,34,66,21,78,81,36,20,26,22,76,84
81,11,94,59,37,4,23,103,44,35,65,21,78,81,36,20,26,22,76,84
81,11,94,59,37,4,23,103,44,35,64,21,78,82,36,20,26,22,76,84
81,11,94,59,37,4,23,104,43,35,64,21,78,82,36,20,26,22,76,84
81,11,94,59,37,4,23,104,43,36,64,20,78,82,36,20,26,22,76,84
81,11,94,58,37,4,23,104,43,36,65,20,78,82,36,20,26,22,76,84
81,12,94,58,37,4,23,104,43,35,65,20,78,82,36,20,26,22,76,84
81,12,93,58,38,4,23,104,43,35,65,20,78,82,36,20,26,22,76,84
81,12,93,58,38,4,23,104,43,35,64,21,78,82,36,20,26,22,76,84
81,12,93,58,38,4,23,104,43,35,64,21,78,81,36,21,26,22,76,84
81,12,93,58,38,4,24,104,43,35,64,21,78,81,36,21,26,21,76,84
81,12,93,58,38,4,24,104,43,35,64,21,78,81,36,21,27,21,76,83
81,13,93,58,38,4,24,104,43,35,63,21,78,81,36,21,27,21,76,83
81,13,93,58,38,5,24,104,43,35,63,21,78,80,36,21,27,21,76,83
81,13,92,58,38,5,24,104,43,35,63,21,78,80,37,21,27,21,76,83
81,13,92,58,38,5,25,104,42,35,63,21,78,80,37,21,27,21,76,83
80,13,92,59,38,5,25,104,42,35,63,21,78,80,37,21,27,21,76,83
80,12,92,59,38,5,25,104,42,35,63,21,78,80,37,21,27,22,76,83
80,11,92,59,38,5,25,104,43,35,63,21,78,80,37,21,27,22,76,83
80,11,92,59,38,5,25,105,43,34,63,21,78,80,37,21,27,22,76,83
79,11,92,59,38,5,25,105,43,34,63,21,78,80,37,21,28,22,76,83
79,11,91,59,38,5,25,105,43,34,63,21,79,80,37,21,28,22,76,83
79,12,91,59,37,5,25,105,43,34,63,21,79,80,37,21,28,22,76,83
79,12,91,59,37,5,25,105,43,34,63,21,79,80,37,20,28,22,77,83
79,12,91,60,37,5,25,105,43,34,63,21,79,79,37,20,28,22,77,83
79,12,91,61,37,4,25,105,43,34,63,21,79,79,37,20,28,22,77,83
79,12,91,61,37,3,25,105,43,34,63,22,79,79,37,20,28,22,77,83
79,12,91,61,38,3,25,105,43,34,63,21,79,79,37,20,28,22,77,83
79,12,91,61,38,3,25,105,43,34,63,20,79,79,37,20,29,22,77,83
79,12,91,61,38,3,25,105,43,34,64,20,79,79,37,20,28,22,77,83
79,12,90,61,38,3,25,105,43,34,64,20,79,79,37,20,28,22,78,83
79,12,90,61,38,3,25,105,43,34,64,19,79,79,37,20,28,22,78,84
80,12,90,61,38,3,25,104,43,34,64,19,79,79,37,20,28,22,78,84
80,12,90,60,38,3,25,104,43,34,64,19,80,79,37,20,28,22,78,84
80,12,91,60,38,3,25,104,43,34,64,19,80,79,37,20,28,22,77,84
80,12,91,60,38,3,26,104,43,34,64,19,80,79,37,20,27,22,77,84
80,12,91,60,38,3,26,104,44,34,64,19,80,79,37,20,26,22,77,84
80,12,91,60,38,3,26,103,44,34,64,19,80,79,38,20,26,22,77,84
80,12,91,60,38,3,26,103,44,34,64,19,80,79,37,20,26,23,77,84
80,12,91,60,38,3,26,103,44,34,63,19,80,79,37,20,26,23,78,84
80,11,91,60,38,3,26,103,44,35,63,19,80,79,37,20,26,23,78,84
80,11,91,60,39,3,26,103,44,35,63,19,80,78,37,20,26,23,78,84
80,11,91,60,39,3,26,103,44,34,63,20,80,78,37,20,26,23,78,84
80,11,91,60,39,3,26,103,44,34,63,20,80,78,37,20,26,23,78,84
81,11,91,60,39,3,26,103,44,34,63,20,80,78,37,19,26,23,78,84
81,11,91,60,38,3,26,103,44,34,63,20,80,78,37,19,26,23,79,84
81,11,91,60,38,3,26,103,44,34,63,20,80,78,37,19,26,23,79,84
81,11,90,60,38,3,27,103,44,34,63,20,80,78,37,19,26,23,79,84
81,11,90,60,38,3,27,103,44,34,63,20,80,78,37,18,27,23,79,84
81,11,90,60,38,3,27,103,44,34,64,20,80,78,37,18,27,23,78,84
81,11,91,60,38,3,27,103,44,34,64,20,80,78,36,18,27,23,78,84
81,11,91,60,38,3,27,102,44,34,64,20,80,78,36,18,27,23,78,85
81,11,91,60,38,3,27,102,44,34,64,20,80,78,37,18,27,23,78,84
81,11,91,60,38,3,27,102,44,34,64,20,80,79,37,18,27,22,78,84
81,11,91,60,38,3,27,102,44,34,65,19,80,79,37,18,27,22,78,84
81,11,91,60,38,3,27,102,44,34,65,19,80,79,37,18,27,22,78,84
82,11,91,60,37,3,27,102,44,34,65,19,80,79,37,18,27,22,78,84
82,10,91,61,37,3,27,102,44,34,65,19,80,79,37,18,27,22,78,84
82,10,91,61,37,3,27,102,44,35,65,19,80,79,37,18,26,22,78,84
82,11,91,61,37,3,27,102,44,35,65,19,79,79,37,18,26,22,78,84
82,11,91,61,37,3,27,102,44,35,65,19,79,79,37,18,26,22,78,84
82,10,91,61,37,3,27,102,44,35,65,19,79,79,37,18,26,22,79,84
82,10,91,61,37,3,27,102,44,36,65,19,79,79,37,17,26,22,79,84
82,10,91,61,37,3,27,102,44,36,65,19,79,78,37,17,26,23,79,84
81,11,91,61,37,3,27,102,44,36,65,19,79,78,37,17,26,23,79,84
81,11,91,61,37,4,27,102,44,36,65,18,79,78,37,17,26,23,79,84
81,11,91,61,37,4,27,101,44,36,65,18,79,78,37,17,26,23,80,84
81,11,91,61,37,4,27,101,43,36,65,18,79,78,37,17,27,23,80,84
81,11,91,61,37,4,27,101,43,36,65,18,79,78,37,17,27,23,80,84
81,11,91,61,37,4,27,101,43,36,65,18,79,78,37,17,27,23,80,84
81,11,90,61,37,5,27,101,43,36,65,18,79,78,37,17,27,23,80,84
81,11,90,61,37,5,27,101,43,36,65,18,79,78,37,16,27,24,80,84
81,11,90,61,36,5,27,101,43,36,65,19,79,78,37,16,27,24,80,84
81,11,90,61,35,5,27,101,44,36,65,19,79,78,37,16,27,24,80,84
81,11,90,61,35,5,27,102,44,36,65,19,78,78,37,16,27,24,80,84
81,12,89,61,35,5,27,102,44,36,65,19,78,78,37,16,27,24,80,84
81,12,89,61,35,5,27,103,44,36,65,19,78,78,37,16,27,24,79,84
81,12,89,61,35,5,26,103,44,36,65,19,78,78,37,16,27,24,79,85
81,12,89,62,35,5,26,103,44,36,65,19,78,77,37,16,27,24,79,85
81,12,89,62,35,5,27,103,44,36,65,19,78,76,37,16,27,24,79,85
81,12,89,62,36,5,27,103,43,36,65,19,78,76,37,16,27,24,79,85
81,12,89,62,36,5,27,103,43,36,65,19,78,76,37,16,27,24,79,85
81,12,89,62,36,5,27,103,43,36,65,18,78,76,37,16,27,24,80,85
81,12,89,63,36,5,27,103,43,36,65,18,78,76,37,16,27,24,80,84
81,12,89,63,36,5,27,102,43,37,65,18,78,76,37,16,27,24,80,84
81,12,89,63,36,5,27,102,43,37,65,18,78,76,37,16,27,24,81,83
81,12,89,63,36,5,27,102,43,37,65,18,78,76,37,16,28,23,81,83
81,12,89,63,36,5,27,102,43,38,65,18,78,76,37,16,27,23,81,83
81,13,89,63,35,5,27,102,43,38,65,18,78,76,37,16,27,23,81,83
81,13,89,63,35,5,26,102,43,38,65,19,78,76,37,16,27,23,81,83
81,13,89,63,35,5,26,103,43,38,65,19,78,76,37,15,27,23,81,83
81,13,89,63,34,5,26,103,43,38,65,19,78,76,37,15,27,24,81,83
81,13,89,63,34,5,26,103,43,38,65,19,78,75,37,16,27,24,81,83
81,13,89,63,34,5,27,103,43,38,65,19,78,75,37,16,26,24,81,83
81,13,89,64,34,5,27,103,43,38,65,18,78,75,37,16,26,24,81,83
81,13,89,64,34,5,27,103,43,37,65,18,78,75,37,16,26,24,81,84
81,12,89,64,34,5,27,103,43,37,65,18,78,76,37,16,26,24,81,84
82,11,89,64,34,5,27,103,43,37,65,18,78,76,37,16,26,24,81,84
82,11,89,64,34,5,27,103,43,38,65,18,78,75,37,16,26,24,81,84
82,11,89,63,34,5,27,103,43,38,65,18,78,76,37,16,26,24,81,84
82,11,89,63,34,5,27,103,43,38,65,18,78,76,37,15,26,25,81,84
82,11,89,63,34,5,27,103,43,39,65,18,78,75,37,15,26,25,81,84
82,11,89,63,34,5,28,103,43,39,65,18,78,75,37,15,26,25,81,83
82,11,89,64,34,5,28,103,43,39,65,18,78,75,37,15,25,25,81,83
82,11,89,64,35,5,28,103,43,39,65,18,78,75,37,15,25,25,80,83
82,11,89,64,34,5,28,103,43,39,65,18,78,75,37,16,25,25,80,83
82,11,90,64,34,5,28,103,43,39,64,18,78,75,37,16,25,25,80,83
82,11,89,64,34,5,28,103,43,39,64,18,78,76,37,16,25,25,80,83
82,11,88,64,34,5,28,103,43,39,64,18,78,76,38,16,25,25,80,83
82,11,87,64,34,6,28,103,43,39,64,18,78,76,38,16,25,25,80,83
82,11,87,64,33,6,29,103,43,39,64,18,78,76,38,16,25,25,80,83
82,11,87,64,33,7,29,103,42,39,64,18,78,76,38,16,25,25,80,83
81,11,87,64,33,7,29,103,42,39,64,18,78,77,38,16,25,25,80,83
81,11,87,64,33,7,29,103,42,39,64,18,78,77,38,17,24,25,80,83
81,11,87,64,33,7,29,103,42,39,64,18,78,77,37,17,25,25,80,83
81,11,87,65,33,7,29,103,42,39,64,18,78,77,36,17,25,25,80,83
81,12,87,65,33,7,29,103,42,39,63,18,78,77,36,17,25,25,80,83
81,12,87,65,33,7,29,103,42,38,63,18,78,77,36,17,26,25,80,83
81,12,87,65,33,7,29,103,41,38,63,18,78,77,36,17,27,25,80,83
81,12,87,65,33,7,29,103,41,38,63,17,78,77,37,17,27,25,80,83
81,12,87,65,33,7,29,103,41,39,63,17,78,76,37,17,27,25,80,83
81,11,87,65,33,7,29,103,41,39,63,17,78,76,37,17,27,25,80,84
81,11,87,65,33,7,29,102,41,39,63,17,78,76,38,17,27,25,80,84
81,11,87,65,33,7,29,103,41,39,63,17,78,76,38,17,27,25,79,84
81,11,87,65,33,8,29,103,41,39,63,17,77,76,38,17,27,25,79,84
81,11,87,65,33,8,29,103,41,39,63,17,77,76,37,17,27,25,80,84
81,11,87,65,33,8,29,103,41,39,63,17,77,76,38,17,26,25,80,84
81,11,86,65,33,8,30,103,41,39,63,17,77,76,38,17,26,25,80,84
81,11,86,65,33,7,30,103,41,39,63,17,78,76,38,17,26,25,80,84
81,11,86,65,33,7,30,104,41,38,63,17,78,76,38,17,26,25,80,84
81,11,87,65,33,7,30,104,41,38,62,17,78,76,38,17,26,25,80,84
81,11,87,65,34,7,30,104,41,38,62,17,78,76,38,16,26,25,80,84
81,11,87,65,34,7,30,104,41,38,62,17,78,75,38,16,26,26,80,84
81,11,87,65,34,7,30,104,41,37,62,17,78,75,38,16,26,26,80,85
81,11,87,64,34,7,30,104,41,37,62,17,78,76,38,16,26,26,80,85
81,11,87,64,34,7,30,104,41,37,62,16,78,76,38,16,26,27,80,85
81,11,87,64,35,7,30,104,41,37,62,16,78,76,37,16,26,27,80,85
81,11,87,64,35,7,30,104,41,37,62,16,78,76,37,16,26,27,80,85
81,11,87,65,34,7,30,104,41,37,62,16,78,76,37,16,26,27,80,85
81,11,87,65,34,7,30,104,42,37,62,16,78,75,37,16,26,27,80,85
80,11,87,65,34,7,31,104,42,37,62,16,78,75,37,16,26,27,80,85
80,11,87,65,34,6,31,104,42,38,62,16,78,75,37,16,26,27,80,85
80,10,87,65,34,6,31,104,42,38,62,16,78,75,37,16,26,28,80,85
80,11,87,65,34,6,31,104,42,38,62,16,78,75,36,16,26,28,80,85
80,11,87,65,34,6,31,104,42,38,63,16,78,75,36,16,25,28,80,85
81,10,87,65,34,6,31,104,42,38,63,16,78,75,36,16,25,28,80,85
81,10,88,65,34,6,31,104,42,38,63,16,78,75,35,16,25,28,80,85
81,10,88,65,34,5,31,104,43,38,63,16,78,75,35,16,25,28,80,85
81,10,88,65,34,5,31,103,43,39,63,16,78,75,35,16,25,28,80,85
81,10,88,65,34,5,31,103,43,40,63,16,78,75,35,16,25,28,79,85
81,10,88,65,34,5,31,103,43,40,63,16,78,76,35,16,25,28,78,85
81,10,88,65,34,6,31,103,43,40,63,16,78,76,35,16,25,28,78,84
81,10,88,66,34,5,31,103,43,40,63,16,78,76,35,16,25,28,78,84
81,10,88,66,34,5,31,103,43,40,63,16,79,76,35,16,25,28,78,83
81,10,88,66,34,4,31,104,43,40,63,16,79,76,35,16,25,28,78,83
80,10,88,66,34,4,31,104,43,40,63,16,79,76,35,16,25,28,78,84
80,10,88,66,34,4,31,104,43,40,63,16,78,76,35,16,25,29,78,84
80,11,88,66,34,4,31,104,43,40,63,16,78,76,35,15,25,29,78,84
80,11,89,66,34,4,31,104,43,40,63,16,78,76,35,15,25,29,78,83
80,11,89,66,35,4,31,104,43,40,63,16,78,75,35,15,25,29,78,83
80,11,89,66,34,4,31,104,43,40,63,16,78,75,35,16,25,29,78,83
80,11,90,66,34,4,31,104,43,40,63,16,78,75,34,16,25,29,78,83
79,11,90,66,34,4,31,104,43,40,63,16,78,75,34,16,25,29,79,83
79,11,90,66,34,4,31,103,43,40,63,16,78,75,35,16,25,29,79,83
79,11,90,66,34,4,31,103,44,40,63,16,78,75,35,16,25,29,78,83
79,11,90,66,34,4,32,103,44,40,63,16,78,75,34,16,25,29,78,83
79,11,90,66,34,4,32,103,45,40,63,16,78,75,34,16,25,29,77,83
78,11,90,66,34,4,32,103,46,40,63,16,78,75,34,16,25,29,77,83
78,11,90,66,34,4,32,104,46,40,62,16,78,75,34,16,25,29,77,83
78,11,90,66,34,4,32,104,46,40,62,17,78,75,34,16,24,29,77,83
78,11,90,66,34,4,32,104,47,40,62,17,78,75,34,16,24,29,76,83
78,11,90,66,34,4,32,104,47,40,62,18,77,75,34,16,24,29,76,83
78,11,90,66,34,4,32,105,47,40,62,17,77,75,34,16,24,29,76,83
78,11,90,66,34,4,32,104,47,40,62,17,77,75,34,16,24,30,76,83
78,11,91,66,34,4,32,104,47,40,62,17,77,75,33,16,24,30,76,83
78,11,91,66,34,3,32,104,47,40,62,17,77,75,33,16,24,31,76,83
78,11,91,66,34,3,32,103,47,41,62,17,77,75,33,16,24,31,76,83
78,10,91,66,34,3,32,103,47,41,62,17,77,75,33,17,24,31,76,83
78,10,91,66,34,3,32,103,47,41,61,17,77,75,33,17,25,31,76,83
78,10,91,66,34,3,32,103,47,41,60,18,77,75,33,17,25,31,76,83
78,10,91,66,34,3,32,103,47,42,60,18,77,74,33,17,25,31,76,83
78,9,91,66,34,3,32,104,47,42,60,18,77,74,33,17,25,31,76,83
78,9,91,66,34,3,32,104,47,42,60,17,77,74,33,18,25,31,76,83
78,9,92,66,34,3,32,104,47,42,60,17,77,74,33,18,25,31,76,82
78,10,92,66,34,3,32,104,47,42,60,17,77,73,33,18,25,31,76,82
78,10,92,66,35,3,32,104,47,42,60,17,77,73,33,18,24,31,76,82
78,10,92,66,35,4,32,104,47,42,60,17,77,72,33,18,24,31,76,82
78,10,92,66,35,4,32,104,48,41,60,17,77,72,33,18,24,31,76,82
78,10,92,67,35,4,32,104,48,40,60,17,77,72,33,18,24,31,76,82
78,10,92,67,35,3,32,104,48,40,61,17,77,72,33,18,24,31,76,82
78,10,92,66,35,3,32,104,48,40,61,17,77,72,33,18,24,31,77,82
78,10,92,66,35,3,32,104,48,40,61,17,77,72,33,18,24,31,76,83
78,10,92,66,35,3,32,104,47,40,61,17,77,72,33,18,25,31,76,83
78,10,92,66,35,3,32,104,47,40,61,17,77,72,33,17,25,31,77,83
78,10,92,66,35,3,32,104,47,41,61,17,77,72,33,17,25,30,77,83
78,10,92,66,35,3,32,104,47,41,62,17,77,71,33,17,25,30,77,83
78,10,92,66,35,3,33,104,47,41,62,17,77,70,33,17,25,30,77,83
78,10,92,66,35,3,33,104,47,41,62,17,76,70,33,17,26,30,77,83
78,10,92,66,35,3,33,104,47,41,62,17,76,70,32,17,26,31,77,83
78,10,92,66,35,3,33,104,47,41,62,17,76,71,32,16,26,31,77,83
78,10,93,66,35,3,33,104,47,40,62,17,76,71,32,16,26,31,77,83
78,10,93,66,35,3,33,104,47,40,62,17,76,71,32,16,26,31,77,83
78,10,93,66,35,3,33,104,46,40,62,17,76,71,33,16,26,31,77,83
78,10,93,66,35,3,32,104,46,40,62,17,76,71,33,16,26,31,78,83
78,10,93,66,35,3,32,105,46,40,61,17,76,71,33,16,26,31,78,83
78,10,93,66,35,2,33,105,46,40,61,17,76,71,33,16,26,31,78,83
78,10,93,65,35,2,33,105,46,40,61,17,76,71,33,17,26,31,78,83
78,11,93,65,35,1,33,105,46,40,61,17,76,71,33,17,26,31,78,83
78,11,93,65,34,1,33,105,46,40,61,17,76,72,33,17,26,31,78,83
78,11,93,65,34,1,33,105,46,40,62,16,76,72,33,17,26,31,78,83
78,11,93,65,34,1,32,105,46,40,62,16,76,72,33,17,26,31,78,84
77,11,93,65,34,1,33,105,46,40,62,16,76,72,33,17,26,31,78,84
77,10,93,65,34,1,33,105,46,40,62,16,76,72,33,17,27,31,78,84
76,11,93,65,34,1,33,105,46,40,62,16,76,72,33,17,27,31,78,84
76,11,93,65,34,1,32,105,46,40,62,16,76,72,33,17,27,31,79,84
76,11,93,65,35,0,32,105,46,40,62,16,76,72,33,17,27,31,79,84
75,11,93,65,35,0,32,105,46,40,62,17,76,72,33,17,27,31,79,84
74,11,93,65,36,0,32,105,46,40,62,17,76,72,33,17,27,31,79,84
74,11,92,65,36,0,32,105,46,40,62,17,76,72,33,17,27,31,80,84
74,11,93,65,36,0,32,105,46,40,62,17,75,72,33,17,27,31,80,84
74,11,93,65,36,0,32,105,46,40,62,17,75,72,33,16,27,32,80,84
74,12,93,65,36,0,32,105,46,40,62,17,75,72,33,16,27,32,80,83
74,12,93,64,37,0,32,105,46,40,62,17,75,72,33,16,27,32,80,83
74,12,93,64,36,0,32,105,46,40,62,17,75,72,34,16,27,32,80,83
74,12,93,64,36,0,32,105,46,39,62,17,75,72,34,16,27,32,81,83
74,12,92,64,36,0,32,105,46,39,62,17,75,72,34,17,27,32,81,83
74,12,92,64,36,0,32,105,45,39,63,17,75,72,34,17,27,32,81,83
74,12,92,64,36,0,32,105,44,39,63,17,75,72,35,17,27,32,81,83
74,12,92,64,36,0,32,105,44,39,64,16,75,72,35,17,27,32,81,83
75,12,92,64,36,0,32,105,44,39,64,16,75,72,34,17,27,32,81,83
75,12,92,64,36,0,32,105,45,38,64,16,75,72,34,17,27,32,81,83
75,12,92,64,36,0,32,105,45,38,64,16,75,71,34,18,27,32,81,83
75,12,92,64,36,0,32,105,45,38,64,16,75,71,34,17,27,32,81,84
75,12,92,64,36,1,32,105,45,38,64,16,75,71,34,17,27,32,81,83
75,12,92,64,37,1,32,105,45,38,64,16,75,71,34,17,27,32,80,83
75,12,92,64,37,1,32,105,45,38,63,16,75,71,34,18,27,32,80,83
75,12,92,64,37,1,32,105,45,39,63,16,75,71,34,18,27,32,79,83
75,12,91,64,37,1,32,105,45,39,63,16,76,71,34,18,27,32,79,83
75,12,91,64,37,1,31,105,45,39,63,16,76,71,34,18,28,32,79,83
75,12,91,63,37,1,31,105,45,39,63,16,76,72,34,18,28,32,79,83
75,12,91,63,37,1,31,105,45,38,64,16,76,72,34,18,28,32,79,83
75,12,91,63,36,1,31,105,45,38,64,16,76,72,34,18,28,33,79,83
75,12,91,63,36,1,31,105,45,38,64,16,76,72,34,18,28,33,79,83
75,12,91,63,36,1,32,105,45,38,64,16,76,72,33,18,28,33,79,83
75,12,92,63,36,1,32,105,45,38,64,16,75,72,33,18,28,33,79,83
75,13,92,63,36,1,32,105,45,38,64,16,75,71,33,18,28,33,79,83
75,13,92,63,36,1,32,105,45,38,64,17,75,71,33,18,28,32,79,83
75,13,93,63,36,1,32,105,45,38,64,17,74,71,33,18,28,32,79,83
75,13,92,63,36,1,32,105,45,38,64,17,74,72,33,18,28,32,79,83
76,13,92,63,36,1,32,105,45,38,64,17,74,72,33,18,28,31,79,83
76,13,92,63,36,1,32,105,45,37,64,17,74,72,33,19,28,31,79,83
76,13,92,63,36,1,32,105,45,37,64,17,74,72,33,19,27,31,80,83
76,13,92,63,36,0,32,105,45,37,64,17,74,72,33,19,27,31,81,83
76,13,92,63,35,0,32,105,45,37,64,17,74,72,33,20,27,31,81,83
76,13,92,63,35,0,32,106,45,37,63,17,74,72,33,20,27,31,81,83
76,13,92,63,35,0,32,106,45,37,63,17,74,72,33,20,27,31,81,83
76,13,92,63,35,0,32,106,45,37,63,16,74,72,33,20,27,32,81,83
76,13,92,63,35,0,32,106,45,37,63,16,74,72,33,20,27,32,81,83
76,13,92,63,35,0,32,106,45,37,63,16,74,72,33,20,27,32,81,83
76,13,92,63,35,0,32,106,45,37,63,16,74,72,33,20,27,33,81,82
76,13,92,63,35,0,32,106,45,37,63,15,74,73,33,20,27,33,81,82
76,13,92,64,35,0,32,106,45,37,62,15,74,73,33,20,27,33,81,82
76,13,92,64,35,0,32,107,45,37,62,15,73,73,33,20,27,33,81,82
76,13,92,64,35,0,32,107,45,37,63,15,73,73,33,20,27,33,80,82
76,13,92,64,35,0,32,107,45,37,63,15,73,73,33,20,27,33,80,82
76,13,92,64,35,0,32,107,45,37,62,15,73,74,33,20,27,33,80,82
76,13,92,64,35,0,32,107,45,37,62,16,73,74,33,20,27,33,79,82
76,13,92,64,35,0,32,107,45,38,61,16,73,74,33,20,27,33,79,82
76,13,92,64,34,1,32,107,45,38,61,16,73,74,33,20,27,33,79,82
76,13,92,64,34,1,32,107,46,38,61,16,73,74,33,20,27,32,79,82
76,13,91,64,34,1,32,107,46,38,61,16,74,74,33,20,27,32,79,82
76,13,91,64,34,1,33,107,46,38,61,16,74,74,33,20,27,32,79,81
76,13,91,64,35,1,33,106,46,38,61,16,74,74,33,20,27,32,79,81
76,13,91,64,35,1,33,106,46,38,61,16,74,74,33,20,27,31,79,82
76,13,91,64,35,1,33,106,46,38,60,16,74,74,33,20,28,31,79,82
76,13,91,64,35,1,33,106,46,37,60,16,74,74,33,21,28,31,79,82
76,13,91,63,35,1,33,106,46,38,60,16,74,74,33,21,28,31,79,82
76,13,90,63,35,2,33,106,46,38,60,16,74,74,33,21,28,31,79,82
76,13,90,63,35,2,33,106,46,38,60,17,74,73,33,21,28,31,79,82
76,13,90,63,35,2,33,105,46,38,60,17,74,73,33,21,28,31,80,82
76,13,90,63,35,2,33,105,47,38,60,17,74,73,32,21,28,31,80,82
76,13,90,63,35,2,33,105,47,38,60,17,74,73,32,20,28,31,81,82
75,13,90,63,35,3,33,105,47,38,60,17,74,73,32,20,28,31,81,82
75,13,90,64,35,3,33,105,47,37,60,17,74,73,32,20,28,31,81,82
75,13,90,64,35,3,33,105,47,37,60,17,74,72,32,21,28,31,81,82
75,13,90,64,35,3,33,105,47,36,60,17,74,72,32,21,29,31,81,82
75,13,90,64,35,3,32,105,47,36,60,17,75,72,32,21,29,31,81,82
75,13,90,64,35,3,32,105,47,36,60,18,75,71,32,21,29,31,81,82
75,13,90,64,35,3,32,105,47,36,60,18,75,71,32,21,29,31,81,82
75,13,90,64,35,3,32,105,47,36,60,18,75,71,32,21,29,31,81,82
75,13,90,64,35,3,32,105,47,36,60,18,75,70,32,21,29,31,82,82
75,14,90,64,35,3,32,105,47,36,60,18,75,70,31,21,29,31,82,82
75,14,90,64,35,3,32,105,47,36,60,19,75,70,31,21,29,31,82,81
75,14,90,65,35,3,31,105,47,36,60,19,75,70,31,21,29,31,82,81
74,14,90,65,35,3,31,105,47,36,60,19,75,70,31,21,29,31,83,81
74,13,90,65,35,3,31,105,47,36,60,19,75,70,31,21,29,32,83,81
74,13,90,65,35,3,31,105,48,36,60,19,75,70,31,21,29,32,82,81
74,13,90,65,35,3,31,106,48,36,60,19,75,69,31,21,29,32,82,81
74,12,90,65,35,3,31,106,48,36,60,19,75,69,32,21,29,32,82,81
74,12,90,65,35,3,31,106,48,36,59,20,75,69,32,21,29,32,82,81
